CORPUS,TOPIC_ID,TOPIC,HUMAN_TEXT,PROMPT,LLAMA_TEXT,GEMMA_NAME,MISTRAL_TEXT
EFCAMDAT,EF_9,Reviewing a song for a website,"I did't know Josh before, but I could fell he is an excellent guitarist and computer. The song is smooth and enjoyable, and not noisy. Although it is a protest song, its a intelligent way of demonstrating your feeling through the music. sometimes we want to express a love's feeling, in another time, frustration, etc. In my opinion, independent of your feeling, we have to show it and, if you have goods lyrics in your mind, change it in a song.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Reviewing a song for a website.,,,
EFCAMDAT,EF_9,Reviewing a song for a website,"It's an emotional song perhaps it makes us want to cry. On the other hand, some songs are uplifting and make us believe anything is possible. Then there are songs we can't forget because they are bittersweet, about good things that went bad or are nostalgic, remembering the past. songs attract us in many different ways. Why not sample some music and find a new song that fits that fits your mood exactly right.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Reviewing a song for a website.,,,
EFCAMDAT,EF_9,Reviewing a song for a website,"I heard one of the oldest songs in U.S . actually I have never heard before .""Home improvement "" by Josh Woodward . Which is one of the oldest songs . I like this song and the poem with this wonderful melody . The song is very great although the song proves that life is difficult and the life is getting worse. It has been used his amazing guitar .If you want to listen to that wonderful music just go to music speaker .com and have fun .",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Reviewing a song for a website.,,,
EFCAMDAT,EF_9,Reviewing a song for a website,"''Home improvement'' by Josh Woodward, It's a mix of pop and country song. It's a perfect song to relax, It's a clear, smooth, light, lovely and the same time sad, with this song maybe you will remember some moments in your life. I didn't like this song when I listen for the first time, when I listened again and noted the lyrics I started to like, It's perfect to listen when you are doing some things. I recommend this song for people who want different song, style and liras, people who want to run for this clich songs by Lady Gage, Justin Bieber etc ...",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Reviewing a song for a website.,,,
EFCAMDAT,EF_9,Reviewing a song for a website,"1. ""Home improvement"" song by Josh Woodward sung a kind of town love. 2. The song started uplifting melody, but the lyric expressed negative issue, the man lost home and job because of the home improvement. Josh might express some kind of anger, but he never shouted. He sung very softly and gently. 3. We have seen many ""improvement"" like this and we could understand the mans mind. On the contrary, I'm enthusiast of the technology and financial investment. We dont know the remedies but we should try to think about cost of improvement. 4. A gentle voice and a comfortable guitar sound will help you remembering nostalgia. Someone feel tired by fast change, the song is good fit to you.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Reviewing a song for a website.,,,
EFCAMDAT,EF_10,Making a 'to do' list of your dreams,"My dream is to be fired and travelled for the world. On my return in Italy i started to work as freelance in different auditing companies, for my it is fantastic because I have many free time. I hope for the next five/ten year I can continue to work as free lance.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Making a 'to do' list of your dreams.,,,
EFCAMDAT,EF_10,Making a 'to do' list of your dreams,"I would like to travel around the world and to know so many different people, languages, foods and cultures. I'd like to run on the Great Wall, to know the pyramids and the sphinx too. I'd like to walk on talk of same, to drink wine on the Eiffel Tower. I'd like so much to take coffee an to read some newspaper in front of the River Seine and to walk on Times Square too. I would like to do many things and I intent to do.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Making a 'to do' list of your dreams.,,,
EFCAMDAT,EF_10,Making a 'to do' list of your dreams,"There is some few things that I would like to do before die, some of them are about life's experience for example: I would like to travel to South Africa and make a safari, I would like to travel to Canada too. After graduating, I would like to study french, it is really a dream of mine. I really have a lot of dreams, and I can't say everyone here because it has a limit of words, so the principal is to open my own business. Ok, that's it!",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Making a 'to do' list of your dreams.,,,
EFCAMDAT,EF_10,Making a 'to do' list of your dreams,"For my life, I have a lot of dreams. I will try my best to carry out my plans. When I was yang, my dream was to swim as a fish but I've done that now. I dream about one day I can visit Italy and Switzerland. As you known there're lots of top fashion band in Italy. And there is a beautiful and fairytale landscape in Switzerland. I've always wanted to build some schools free for the poor families. Also they can take the school bus for free. I'd love to go to the North pole to see the Northern lights one days.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Making a 'to do' list of your dreams.,,,
EFCAMDAT,EF_10,Making a 'to do' list of your dreams,"1. Travel around the world with my family. 2. Write a book for my life. 3. Run a organization to help children who can't go to school because of no money. 4. Run a organic farm, plant organic fruits and vegetable, breed organic chicken, pigs and cows, and run a organic store to sell them. 5. Go to university to get a PhD for food safety and quality control. 6.Bring my daughter to visit top university in the world, such as Harvard, MIT and UBC.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Making a 'to do' list of your dreams.,,,
EFCAMDAT,EF_10,Making a 'to do' list of your dreams,"First of all, I'd like to get my drive licence and buy a car. Then, I'd like to find a job in the marketing domain. thanks to the money that I'd, I will get a flat and I will traveling all over the world and especially in the USA, in Turkey and in Dubai: it's a big dream for me At least I think that when we have a job, a flat, a car we have almost all done. Of course in the future I would like to get married and have children.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Making a 'to do' list of your dreams.,,,
EFCAMDAT,EF_10,Making a 'to do' list of your dreams,"There are a lot of things that I would like to do. Please find some of them as follow. 1. I would like to run a half marathon in two year and a marathon three year later. 2. I'd like to visit as much countries as my money can pay for it. 3. I would like to finish my PaD in Mechanical engineering. 4. I'd like to be a professor in a Public University or a technical School. 5. I really would like to help some poor children become interested students, good runners and even better human beings.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Making a 'to do' list of your dreams.,,,
EFCAMDAT,EF_10,Making a 'to do' list of your dreams,"Hi somebody to reading this lines, I'm a dreamer, every day I have a new dreamer, well, when I say dreamers I mean ideas, new thought or can to improve others dreams. For those reasons I like to grown like a inventor or make a company who help the other people like me, how have a dreams and like to see come reality. Some time not exist someone people or enterprise who like to help, but I like to create one whit this idea.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Making a 'to do' list of your dreams.,,,
EFCAMDAT,EF_10,Making a 'to do' list of your dreams,I would like to speak English fluently. I would be thinner. I would have a grandchild. I would like to have much more time for myself. I would swim twice a week. I would go around the world for an year. I would be tall and elegant. I would buy a lot of jewels. I would live in a wonderful villa in the countryside. I would have a large garden with exotic plants.,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Making a 'to do' list of your dreams.,,,
EFCAMDAT,EF_10,Making a 'to do' list of your dreams,"What would I wish to make in my life? I want to have a bigger pay. If I have a bigger pay, I will go to travels. I really want to swim in the sea.I like good weather. I really want to sightseeing. I want to go to the sport. If I make good body, I will have excellent health. I really want to run business. I really want to learn languages. Well, that's my plan anyway.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Making a 'to do' list of your dreams.,,,
EFCAMDAT,EF_11,Describing a business trip,"Hi, thank you for your request about my business trip. The flight was very good. I hadn't regret to book first class. I had a very cozy seat and such nice flight attender which I never had before. actually I'm in Marseille where I'm going to have a lunch with Pierre Latouche in about one hour. yesterday I was in Oslo, a very nice place. You should have seen the big olympic station. Tomorrow I'll have a meeting in Madrid with some people from the sales department. These guys are well-respected, so it should be interesting. See you on Friday when I'm back! eye, Tom",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Describing a business trip.,,,
EFCAMDAT,EF_11,Describing a business trip,"Hi, Mr. Mark. unhappily I have some bad news. As you know, I had a meeting with Mr. Twain, the VP for Golden TI Systems, last night. He is almost a gentleman, you know him, but he was fairly angry. He made some remarks on our company that Id prefer to forget. He said, in an incisive way, that our team is specialized in irresponsibility and we almost never perform our contracts. I had to listen he speaking that we are unpunctual, that all we make is garbage. I strongly disliked hearing that, so Im resigning. Ill be back to the company in two days. Of course, he invited me to work in his company. Best regards, Mr. Sawyer.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Describing a business trip.,,,
EFCAMDAT,EF_11,Describing a business trip,"At 8:00 am - I have arrived in Rio and taked I shuttle bus to the hotel At 9:00 am - I had breakfast and taked some rest At 10:00 am - I went to Eiffel Tower, it was great ! At 12:00 pm - Now I'm having lunch in a very nice restaurant, and I'm drinking a original French wine. At afternoon I will going to visit the Champs-lyse, I hope like very much and I will go back to hotel at 4 pm regards Luis",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Describing a business trip.,,,
EFCAMDAT,EF_11,Describing a business trip,"Dear Friend, Dear Friend, Today already is friday and I am in half of my travel. week last went amazing my experience at airport, many peoples of several nationalities speaking different languages all the time. went a experience unique, but here in New York is incredible. New York is a town modern, luxury and funny. I haven't been to the statue liberty yet, but I'm planning on going next day.In the next week I going to Dusseldorf, London, Oslo, Marseille, Madrid and back to New York. See you dear fried an next month.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Describing a business trip.,,,
EFCAMDAT,EF_11,Describing a business trip,"Hi sweety, I have already finished my work in New York and I will fly to London at Wednesday,then I'd love to go to see the famous old clock there,but I have to leave to Oslo at Thursday,so I do not have too much time stay in London.After that,I am going to Marseille and Madrid on Monday and Thursday, of course for work,I hope I could have a little to look around those cities,and I had bought you some small gift at London,next time I see you I will give you.%%thanks God,every flights I had taken are on time until now. wish could see you as soon as. love from J",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Describing a business trip.,,,
EFCAMDAT,EF_11,Describing a business trip,"Hi mum, it just passed half of this exciting journey in Rome. I think Italy is the most wonderful country in the world and Italians are friendly and always pleased. I hope you could visit Italy one day. You'll enjoy it of course. yesterday tour guide led us to Coliseum; it's incredible if you think that it has been built about two thousand years ago. Now I have to say goodbye because I'm going out and visiting ara Paris. See you later. eye, Andrea",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Describing a business trip.,,,
EFCAMDAT,EF_11,Describing a business trip,"Hi dear, I'm doing fine and in Oslo now. I have visited Dusseldorf , London already. All the flight have been smooth so far. But I experienced delays for an hour when flying from London to Oslo. We arrived an hour after the original arrival time and we were late for the meeting... The next meeting is in Marseille. I've never been to France so I'm looking forward to visiting there. Hope things are all going well back in New York.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Describing a business trip.,,,
EFCAMDAT,EF_11,Describing a business trip,"dear Lina, I'm so sorry i couldn't answer your phone call because i have been very busy,as you know our gallery's opening is soon and the team is work seven days a week , around clock, as hard as possible to finished every thing before new year day. up to now, we painted the walls with different colors,we brought the plants and we started garnish it , according to the lighting it's awesome,I think every thing under control and, I'm looking after small detail to be a big event .by the way I'm going to send you some photos by your e- mail to inform you in every thing we do. best regards Ragan",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Describing a business trip.,,,
EFCAMDAT,EF_11,Describing a business trip,"Hey sister, Well, today is Friday, June 5th and I'm still in Oslo. I have two days to know here before my next flight. My trip has been very nice. I brought really few baggage to avoid loosing it and also to take home my shopping. I had no problem with all those flights untill now, so I think all the effort I did before this trip worthwhile. The flights had little delays, but it was ok. I will leave Oslo on Sunday, then I'm going to Marseille and Madrid before going home. It has been very nice to know Europe and work at the same time.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Describing a business trip.,,,
EFCAMDAT,EF_11,Describing a business trip,"Hi Rafael! My family and I just arrived in Santiago. I need to tell you: It was the worst flight of my life. The airplane was so old and made too much noise. The flight was non-stop and we can't sleep because fear of plane crash. The problems doesn't stop. My luggage disappeared at baggage claim and we lost to much time to find it. But the airport shuttle was good at least. Well, I'll send more notes for you by e-mail. You can follow us in our blog too. Best regards.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Describing a business trip.,,,
EFCAMDAT,EF_12,Selling items in an online auction,"Dear Mr. Lin I think that you would be interested in this newly bicycle headlight which is displayed on the website. This thing makes you much safer when you ride the bicycle. It is about 150 grams in weight and comes with black and blue. It definitely save power; a standard battery could be used as long as ten years. For being used as a headlight: First, make sure the battery power is full. Second, attach the headlight to the front your bicycle. Third, turn it on. finally, enjoy your bicycle trip with safety. thanks for your interest. sincerely, Tom",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Selling items in an online auction.,,,
EFCAMDAT,EF_12,Selling items in an online auction,"I am going to sell my cellphone at half of it's original price. It's a KIA smart phone, it has rectangular black body, about five centimeters in length and two centimeters in width. It's also running with a new symbion system. Well, just like I said it's only 500 MB. It will be the best cell phone you ever had. Come on, what are you waiting for? If you are interested in my cell phone, please take you phone and call me at ###########. I will be happy to teach you how to use it, and you will find it very interesting to use.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Selling items in an online auction.,,,
EFCAMDAT,EF_12,Selling items in an online auction,"I am selling a great wardrobe. It is made in wood and the door knobs are silver color. Its appearance is beautiful and retro. It has a good space to your clothes. The wardrobe has four doors and three drawers. inside, it have two shelves what become the space more usable. It size is 2 meters high, 1 meter wide and 50 centimeters deep. The price is cheapest, only fifty dollars. Save your money, take this opportunity.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Selling items in an online auction.,,,
EFCAMDAT,EF_12,Selling items in an online auction,"I would like to sell a new mobile phone (see related picture). This phone is very stylish and it is the state of the art mobile phone; It can connect on internet and it has a camera with 6 megapixels. It has also a smooth flat design and due to the small size, you can put it into your pocket without any problem. The unit net price is EO 400 and you can reach me at the following email address: xxx@xyz.it.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Selling items in an online auction.,,,
EFCAMDAT,EF_12,Selling items in an online auction,"Italian Coffee machine This is a genuine Italian coffee machine, it's made by a special aluminum and a very resistant glass. The design is stylish and fashionable for your kitchen. It's very easy to use. First, plug it in a power source. After that, fill it with water and soluble coffee and switch the bottom to the on position. Wait for 2 minutes and a delicious coffee will be ready. The price is on sale and I accept credit cards.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Selling items in an online auction.,,,
EFCAMDAT,EF_12,Selling items in an online auction,"Hi, dear customers, Here is a new item from my unique collection - a pleasantly soft and incredibly warm camel blanket. 2,5m in length and 2m wide, it is going to protect you from hard frosts. If you like camping you may go with it even to the North Pole. But being so exquisite, comfortable and soft, it is a perfect solution for your love nest as well. It is an attractive chocolate brown colour that suits any bedroom. I feel sure that you would love having the camel blanket in your home. Kind regards, Alexey",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Selling items in an online auction.,,,
EFCAMDAT,EF_12,Selling items in an online auction,"thanks for your notice, here, I will show you my table lamp. The cabal lamp can be used easily, you must check the power is OK, plug in it, push the button in right side. You can put it on your bedside cabinet when you read book at night, that is very convenient. The table lamp is a new one, I bought it two weeks ago because I need it. My elder sister is a very nice girl, she got the news that I need one, then she gave me a table lamp without telling me, I love it so much. Now, I make up my mind to sell mine. Trust me, there is no problem with quality, you just use it if you really like it.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Selling items in an online auction.,,,
EFCAMDAT,EF_12,Selling items in an online auction,"I have a really nice watch for sale, and I bought it from Germany. It's also a Germany brand called ""signer"". The unique design of horseshoe can bring you luck, and it's beautiful and elegant too! It's about 2 centimeters in diameter and you can change the length for your wrist. The watch is made in Swiss and waterproof as well! You can stand out in crowed if you wear this watch and this is on sale now, so don't miss it !",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Selling items in an online auction.,,,
EFCAMDAT,EF_12,Selling items in an online auction,"You maybe need a photodrama for your wonderful picture. Now I have a idle photodrama for selling. It is made of classical walnut with much tiny texture and looks exquisite. It is a little bit retro and functional. To top it, there is a fantastic lace in it. therefore, it could fit many sizes of picture of you. It is rectangular with 30cm long and 20cm wide. It is curved on the top plane of it. If your house was decorated with it, it would make a fabulous wall.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Selling items in an online auction.,,,
EFCAMDAT,EF_12,Selling items in an online auction,"I'm selling the synthesizer. For sale: A brand- new, undamaged, black keyboard. One meter in length, 45 centimeters in width. specifications: over 700 voices, high- quality digital effects, large easy-to-see display, 61 keys. Its sounds are those typically weird industrial type sound that can still be useful in lo-fi, big-beat and trip-hop music styles.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Selling items in an online auction.,,,
EFCAMDAT,EF_13,Responding to written invitations,"bello darling Chiari, I am so happy to hear these words from you. I had the same think about us but I never could imagine that you felt these kind of feeling for me. I felt my heart bitting overtime we were together, and may you hold my hand. After this letter I hope that we could begin a new kind of life, with our hearts open to the other. I am so excited and I am looking forward to meet you tomorrow in the office. I don't know if I will be able to keep me calm, without jump on you! My love, forever yours.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Responding to written invitations.,,,
EFCAMDAT,EF_13,Responding to written invitations,"Hi my love, I'm very glad to receive your email. actually, I have adored you for a long time. I just want to understand what you think. I remember the first day we met, I know which food you like to eat, which book you like to read. I think I fallen in love when I met you. Because you are my dreamed man--tall, dark and handsome, have a sense of humor and take care of things. I also want us to be together forever. I want to have a date with you on Saturday, please let me know if you are free. All my love",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Responding to written invitations.,,,
EFCAMDAT,EF_13,Responding to written invitations,"Hi. I'm flattered and surprised with your declaration, because we are friends a long time and I didn't know your feels. I have to be honest with you. I never talked with you about this issue, because I so shy, but I like the other person that works with me in the office. Her name is Kara and I invited her to get out with me for dinner in this weekend. sorry I didn't tell you earlier and hope that our friendship keep strong.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Responding to written invitations.,,,
EFCAMDAT,EF_13,Responding to written invitations,"Hi, I'm flattered and very surprised with your email. I couldn't imagine your feelings about me. But, I'm involved with someone since last year and I've totally fallen for him. I'm sory to tell you this way, but I had never realized that you had a crush on me. I hope we can still be friends and you forget me as soon as possible. You are a very special guy. Don't worry, you will find your soul mate, somebody that adores and deserves you. I hope you will be fine. Best regards from your friend, Rafaelle",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Responding to written invitations.,,,
EFCAMDAT,EF_13,Responding to written invitations,"Hi ! gyro From :Socorro Date:22/09/2012 How are you? I hope you're having a good day! I hope I'm not bothering you, but I very busy! I was thinking in next weekend going to that new show in a Broadway, do you want to join with me? After the show I will go to the cinema .I must be honest I'm really into you, and to get to know you better.,I'm hope you seem smart and confident person and with a good sense of humor and I find very attractive. I hope to hear from you soon! Socorro",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Responding to written invitations.,,,
EFCAMDAT,EF_13,Responding to written invitations,"Hi my friend I'm married with Gloria Castellanos Perez. I love her. I so really sorry. We get married on December 27th 2010. We are very happy. I'm really sorry. I never would leave because I'm really love her. And anyway we have a one very cute baby. He has a 3.5 months old. He is handsome baby. He has a light brown ice, red and short hair. He is very smiling.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Responding to written invitations.,,,
EFCAMDAT,EF_13,Responding to written invitations,"Hi Nicholas, I'm so glad to receive your message. I also would like to talk to you for a long time so I'm happy you wrote for me. You are so sweet and romantic, the gentleman I always have dreamed with. Your love is all I want and you can have sure I fallen for you and think about you all the time. So, why don't we go out this weekend? I'll hope your answer anxiously. kisses, Natalia.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Responding to written invitations.,,,
EFCAMDAT,EF_13,Responding to written invitations,"My best friend is Wilson. He is a excellent person, sincere and you can count overtime.. We know each other a long time ago. Our friendly has forty years. During these years we've been together all kind of events. Our weddings and burns of sons. We work together too, but it was a short time. However there is only a thing that we're in completely disagree. It's refers a soccer or football how we called in Brazil. He likes of an team and me another. Then when we're going at stadium our opinion are completely different. But, if him team lose I always try to console, because I dont like to see he sad or disappointed and if my team lose your feeling is the same. I think it's a big friendly.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Responding to written invitations.,,,
EFCAMDAT,EF_13,Responding to written invitations,"Hi, thanks for your letter. I'm flattered, but I have to tell you that I cann't accept your love, because I've already involved with someone. I have a boyfriend who works in the city. You seem like a very nice person and I believe you will find a better partner. sorry, I should have tell you earlier. I hope we can still be friends! Love, Christine",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Responding to written invitations.,,,
EFCAMDAT,EF_13,Responding to written invitations,"Dear xx, I'm shocked to hear that. Although we have been friends for 1 year, I haven't tell you about my family . I'm sorry to tell you that I have been got married since 2010 and I have a son who is about 2 years old now. You are so kind and beautiful that there will be too many handsome guys want to date with you, isn't it? wish you luck. I hope we are still close friends in the future. Both of us don't care about what happened today, ok? Best wishes to you! Zohak",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Responding to written invitations.,,,
EFCAMDAT,EF_14,Congratulating a friend on an award,"Hey buddy, congratulations for the graduation, I am very proud of you. You would be very exciting to complete this step in your life and see your whole future before you. So, what is your plans? mind a new job? Start your own business? Travel around the world? I know that you can do anything you want with you try hard. Don't you forget to invite me to the party. My best regards.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Congratulating a friend on an award.,,,
EFCAMDAT,EF_14,Congratulating a friend on an award,Dear my friend congratulations on your graduation and your accomplish to top grade. I am really proud of you. I know you can do anything you want now. You have your whole future just in front of you. Please enjoy your life and I hope everything goes well for you. sincerely yours,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Congratulating a friend on an award.,,,
EFCAMDAT,EF_14,Congratulating a friend on an award,"Dear John, congratulations for you. I'm very proud of you. You have your whole future in front of you. You were the most dedicated student in your class and you were recognized for it. I hope everything goes well for you and I wish many opportunities happen to you. Be focused in your career now and try to get a job in a big company. That's will be the beginning of a very successful career.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Congratulating a friend on an award.,,,
EFCAMDAT,EF_14,Congratulating a friend on an award,"bello my friend! I'm so proud of you. You really achieved all the things you said you will... I can't wait to see how far you can go! congratulations for your graduation party, it was beautiful and so emotional. I guess your parents were very motives too. Now, that you're one of the bests students of this college, you must to get some rest. It's time to have some fun in your life. You already had too much works! All my best, Giuliana",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Congratulating a friend on an award.,,,
EFCAMDAT,EF_14,Congratulating a friend on an award,"Hi David, I heard from your mother that you are going to graduate from the graduate School of chemistry of Taiwan University this Saturday; in the graduation ceremony, you'll receive an award because you made excellent record in your studies. Your mother is very proud of you, and so am I. congratulate you on your graduation, earning your Master's degree, and receiving the award. I believe that the knowledge you have acquired will enable you to be successful in the job you choose. You're on the road to a new future, enjoy it, and don't forget to keep in touch. May your dreams come true! Frank",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Congratulating a friend on an award.,,,
EFCAMDAT,EF_14,Congratulating a friend on an award,"Dear Martha: congratulations for completing your studies in Medicine successfully and obtained the reward that you had desired so much, this is all thanks to the efforts you made in all the time, I really feel proud of you, so I'm sure you'll finish the specialty in pediatrics that you love so much, I hope that in future we leave to get coffee and I will give you a big hug and a kiss. regards Your sincerely friend Guadalupe.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Congratulating a friend on an award.,,,
EFCAMDAT,EF_14,Congratulating a friend on an award,"First of all I want to congratulate because of this your first great achievement. I'm so proud of you, I always knew you would get to finish your career and you got it. Now you have your whole future in front of you, you will be able to do anything you want. I hope everything goes well for you. The best luck at looking for your new job.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Congratulating a friend on an award.,,,
EFCAMDAT,EF_14,Congratulating a friend on an award,"Dear,Mark! My congratulations! I'm very proud of you. I think you must be excited about it. You work hard during this year. And you inspire our friends and me. We know you will go on to achieve great things! I hope everything goes well for you. All the best, Julia.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Congratulating a friend on an award.,,,
EFCAMDAT,EF_14,Congratulating a friend on an award,"bello my smart friend, congratulation to your great graduation! You have really earned this award. All the hard learning work is over. The whole future is yours! You can change every job you would like to do and I'm sure that you will make a great career. I'm so very proud of you! Let's have a big party on Friday afternoon in this new club. See you there! Love, Melanie",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Congratulating a friend on an award.,,,
EFCAMDAT,EF_14,Congratulating a friend on an award,"Dear friend. I feel so happy with your achievements. You have studied hard for this graduation so much that you also won an award which symbolize how special you are. This award probably will open a lot of good opportunities and you will get a good job that will allow you to achieve success. Now you will have some time for dedicating on sports, family and friends. Do not stop to do what you like to do. regards. Best friend JC.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Congratulating a friend on an award.,,,
EFCAMDAT,EF_15,Claiming back your security deposit,"Dear sir I'm sorry to hear that I can't get my deposit back. If you have good memory, before I live in the house, some lights were not work in many rooms. The drains were clogged. sometimes the water came out of the toilet on the sink and went all over the floor. I should have had these problems fixed before I signed the contract. I hope this can arise your memory. I didn't damage any thing in your house. So please return my deposit. If you reject to do so, I'll ask my lawyer to contact you directly. Your faithfully unhappy ex-tenant",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Claiming back your security deposit.,,,
EFCAMDAT,EF_15,Claiming back your security deposit,"bello Mr. Brown, I realize now, that I should have had these problems fixed before I signed the lease. Now I'm sure... Don't trust anyone!! I'm so angry about this situation. I was so careful with the things in my house. Since I have been living there,I've had to endure the following problems: The lights aren't working, in many rooms. It's totally scary.... when I was alone at home, and it's dark. The roof is leaking, when I am sitting on the couch, the rain drops down on my head! Please help my in this difficult situation. Best regards.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Claiming back your security deposit.,,,
EFCAMDAT,EF_15,Claiming back your security deposit,"Dear Sir, I am writing because I am going to leave my house and my landlord is pretending I should pay for some damages that were already present in the house before I rent it. I wrote to the state agency but it seems like they will not do anything to solve this issue. I am sure I am entitled to have my deposit back, otherwise, it would be unfair. I was careful in the house and I did not break anything. I hope you could help me with this issue. Kind regards",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Claiming back your security deposit.,,,
EFCAMDAT,EF_15,Claiming back your security deposit,"Dear Mr. lawyer, I would like to ask your advice about a problem that I have with my landlord and real estate agent. The number of bad situations of the house has been existed since I lived in and the agent promised me that it would be fixed up. But they haven't been fixed and I have to endure the poor conditions until I moved to another one. The landlord threatened me and possessed my deposit. Could you tell me what should I do? Yours sincerely, Stanley",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Claiming back your security deposit.,,,
EFCAMDAT,EF_15,Claiming back your security deposit,"Dear Sir, I am writing about an issue between me and my landlord. I decided to leave the house which I rent, but my landlord doesn't want to give me back my deposit. He claims I did damages in the house as light which don't work, drains clogged, leaks in the roof,etc. The truth is that these damages were present before I sign the contract and maybe my landlord should have fixed these issues before I entered in the house. How will I able to have my deposit if I did not cause these damages?The real estate agent declares this is a problem between me and landlord and it doesn't belong to them.Is this behaviour towards me correct? thanks in advance for your answer.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Claiming back your security deposit.,,,
EFCAMDAT,EF_15,Claiming back your security deposit,"Dear Lower, I need your advice in question related to renting the apartment. Unfortunately, before entering in it I hadn't checked whether the proper conditions were presented in the offered property. During the next month after entering I discovered such unpleasant things as leaking roof, broken door handle, clogged drains in kitchen's sink and in the bath and burned bulbs as well. Now I'm not going to continue renting such apartments and I want to return my money. What I have to do in this situation? sincerely yours, unhappy customer.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Claiming back your security deposit.,,,
