CORPUS,TOPIC_ID,TOPIC,HUMAN_TEXT,PROMPT,LLAMA_TEXT,GEMMA_TEXT,MISTRAL_TEXT
EFCAMDAT,EF_35,Writing up survey findings,"VOIS AND ACCENTS A recent survey conducted aiming to find out about peoples attitudes to voices and British English accent, had a simple of 5,000 people in the UK and drives us to the following numbers below. When asked if they change their voice depending on who they are talking to, 81% said yes. Especially to be understood or to fit in better. When asked about the most disliked English accents, 55% mentioned those from the Midlands area, right where the city of Birmingham lies. 45% said Liverpool accents, incredibly where the popular Beatles came from. inquired what kind of accent they have, 72% said moderately strong, 4% said very strong, 6% said they dont have accent. When asked if they would change their voice if they could, 40% said yes. To question about what accent they would like the most, 60% said Standard English, and 35% said Scottish.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing up survey findings.,,,
EFCAMDAT,EF_35,Writing up survey findings,survey findings about people attitudes to voices and British English accents. sample size: 5000 people in the UK survey findings: When asked if they changed their voices depending on who they were talk to. 80% of them said yes. (Note: especially to ensure they were understood or fit in better) When asked what is the most disliked English accents. 55% answered those from Midlands area of UK (where the city of Birmingham lies) 45% answered that Liverpool accents (where the incredibly popular Beatles came from) When asked what kind of accent they have. 72% answered that were moderately strong 4% answered that were very strong 6% answered that have had no accent (even though Standard English is still classified as an accent) When asked if they would changed their voices if they could. 43% said yes When asked what accent would they like the most 60% answered that was Standard English 35% answered that was Scottish accent,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing up survey findings.,,,
EFCAMDAT,EF_35,Writing up survey findings,"The survey was conducted in the UK. 5000 people took part in the survey. When asked if they are changing their voice depending on whom they are talking to 81% said yes. Most of them noted that they are changing their voices especially to ensure they are understood better. When asked what is the most disliked English accents, more then a half attitudes answered midlands area's accents, while 45% said that it is Liverpool accents. When asked what kind of accent do they have, most of the respondents 72% said it's moderately strong, 4% answered very strong and 6% claimed they have no accent. When asked if they would change their voices if they could 43% said yes. And the last question in the survey, which is what accent would you like the most, was answered standard English 60% and Scottish accent 35%.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing up survey findings.,,,
EFCAMDAT,EF_35,Writing up survey findings,"Danger of social networking * The major problem with social networks is their strength: They encourage open interaction among users who may know each other but who could also be very loosely connected. * Too much chatting on these sites can generate unnecessary rumors about the company and its plans, while dishonest competitors can trick employees into revealing intellectual property. * Also the employees sheer existence on these networks supply competitors with job titles, experience, friends and family, and contact information which can all be combined to draw significantly accurate organization charts of the company and its suppliers, partners and clients. What companies can do * They should think about creating specific company policies that limit what the employees share online, such as resistance to social engineering, preservation of the company and employees reputations, and preservation of trade secrets and internal company structure. * System administrators can filter tool properties or even block certain URLs if necessary.%%",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing up survey findings.,,,
EFCAMDAT,EF_35,Writing up survey findings,"The survey was conducted on the October 26, 2011. 5000 people in the UK were asked about people's attitudes to voices and English accents. When asked do they change their voice depending on who they are talking to, most say ""yes"" (espessialy to ensure they are understood or to fit in better). When asked what is the most disliked English accents, 55% said ""accents from the Midlands area of the UK (Birmingham), 45% said Liverpool accents."" When asked what kind of accent doo they have, most said ""moderately strong"". When asked would they change their accent if they could, 43% said ""yes"". When asked what accent would they like the most, 60% said ""Standard English"", 35% said ""Scottish accent"".",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing up survey findings.,,,
EFCAMDAT,EF_35,Writing up survey findings,"A survey had been conducted in the UK to find out about people's attitudes to voices and British English accents. So, 5,000 people's took part in the survey. To summarize the findings from the survey, we had: when asked if they change their voices depending on whom they are talking to, 81% of them said yes. When asked what is the most disliked English accent, 55% of them said those from the Midlands area of the UK, while 45% of them said Liverpool accents. Despite this when asked if they would change their voices if they could, 43% expressed they self positive, saying yes. continuing the survey when asked what accent would they like the most, 60% of them said Standard English and 35% said Scottish accent.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing up survey findings.,,,
EFCAMDAT,EF_35,Writing up survey findings,"I want to talk about the subject which is the people's attitudes to voices and British English accents.There are 5000 people visit this research,when they come across the situation that do you change your voice depending on who you are talking to?And 81% choose yes,55% dislike English accents from the Midlands area of the UK,45% from the liverpool accents.The problem that what kind of accent do you have?72% choose moderately strong,4% choose very strong,6% choose no accent.43% will change their voice if they want.60% like the Standard English most,35%like the scottish accent most!",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing up survey findings.,,,
EFCAMDAT,EF_36,Reviewing a self-help book,"author of the article pointed out that the average person is likely to change their career path. He also provide an example by his own, showing one of his client who consider changing her career path after even got a better job. The author said average person is likely to change their career path five to seven times throughout their lifetime, but, how do you think? The author said we don't really examine to see if our first job will enhance our career path due to we more or less fall into the situation that eager for a job. Despite it's very reasonable, but I think there are still a lot of people prefer to contemplate carefully that which job should choose even they don't have one before. In the final part, the author argued that we should choose our career path depending on our personality and interests. I can't agree anymore with this view. Just like the author said, we should ask ourselves like, ""Do I prefer to work independently or collaborate with others?"" or ""Do I prefer to work with ideas or to work with objects?"" according to the answers of these questions, we are more likely to have a better job than others.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Reviewing a self-help book.,,,
EFCAMDAT,EF_36,Reviewing a self-help book,"The writer tries to teach people what they should do when they confuse about their career paths. He claims that people will be delighted if they match their personalities and interests to professions. according to the writer, it is a common occurrence for a person to change a career path a couple of times. We dont examine the positions whether it will enhance our career paths, when we accept the first jobs. When we begin to contemplate altering our career paths, wed better consider that whether the jobs correspond with our personalities or not. The writer thinks that it is so easy in just two simple steps. He explains that people should figure out their personalities, interests and working styles firstly. I believe this step is pretty important and challenging. secondly, people should learn what jobs are best suited to their personalities. actually, it is easier to say than do. maybe these suggestions are useful.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Reviewing a self-help book.,,,
EFCAMDAT,EF_36,Reviewing a self-help book,"normally, people is likely to change a career path five to seven times throughout their lifetime. It generally happens this way because, more often than not, the first job we accept we more or less fall into because we're thrilled that someone wants to hire us, we don't really examine to see if this position will enhance our career path. It's only later that we start to think that we're not quite heading in the right direction. So learn what jobs are best suited to us is very important. once you have discovered what it is that would make us happy at work, go online and take one of the many career test that are available to the public for free.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Reviewing a self-help book.,,,
EFCAMDAT,EF_36,Reviewing a self-help book,"After reading this excerpt ,I feel this book can encourage people who want to find their career path but still hesitate to do anything. In everyone's working career,someone achieved to the goal they want to reach. But others didn't. Why? The most important reason is the one succeed can link their interests with their job. The easiest way to test if you are in the right path is ,ask yourself: do I enjoy every moment during working? If not .you have to consider to check what kind of job is really suitable for you. After we are in the right direction. we can go smoothly and happier in our career. finally, we can achieve the goal we want to reach.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Reviewing a self-help book.,,,
EFCAMDAT,EF_36,Reviewing a self-help book,"In the review of the book I would say, that it shows quite a good description of an average career path. The first rash chosen job and the following discontent appears typical to me. To match one's own personality to look for a more suitable job is a good advice and sounds very easy. But just this is the difficult point: Can we find out our real personality, our continuous interest and our working style without experience and help? The author writes in an easy going style which puts up easy solutions. But in fact this can't help anyone.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Reviewing a self-help book.,,,
EFCAMDAT,EF_36,Reviewing a self-help book,"Judith Wight's How to Make A Career Out of courage explores how to fulfill one's feeling in a career. The outcome of this book is that it is very motivational. overall, Judith Wight encourages his readers to head the right direction. looking at Judith Wight's work in detail, I have to say that it makes unrealistic claims. according to Judith Wight, it's easy in just two simple steps to determine which jobs correspond with their personality: learn about their personality, interests and working style. Take a long hard look at yourself in the mirror and ask yourself what it is that would make you happy at work. Despite the aspects that seem quite implausible to me, I cannot deny that they may be insufficient.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Reviewing a self-help book.,,,
EFCAMDAT,EF_36,Reviewing a self-help book,"Our live is a dilemma. The job in our life is a harrowing dilemma too. All people are suffering from career path confusion. In my own case, instead I worked in the same company for 27 years and I retired there, many and many times I suffered thinking to change a career path. When we are discontenting in our job about salary, relationships with the boss or co-workers, we intend to leave the job and search a new and right direction. nevertheless, how do you determine which the new job correspond with your personality? Well, think about your personality, interests and work style. Ask yourself what kind of jobs will make you happy at work. Do you prefer to work with mind or to work with hands? In any case, learn about jobs and about you. Certainly, you will find a job that is best suited to your personality and interests. Good luck!",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Reviewing a self-help book.,,,
EFCAMDAT,EF_36,Reviewing a self-help book,"This excerpt starts criticizing somebody and generalizing the opinions as if everyone were thinking the same way. In my opinion it is good to find help on books when the author is professional, but there are many books written by any people. I think a good author makes some searches before starting his or her writing, but know many people is writing books without searching, so they just write what they think it is real using their own judgment. On this excerpt I found some positive things, like motivation to be sure about what you want, but it generalizes on people which is not accurate, because no one has the same kind of thinking. In general you really have to know what you want to say or communicate.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Reviewing a self-help book.,,,
EFCAMDAT,EF_36,Reviewing a self-help book,"nowadays, many strongly are struggling in their job such as feeling faint, anxiety and helpless. It resulted many have problem about career path confusion and seeking a new job to develop their gratifying career path. From statistical figures demonstrated people usually changed their job five to seven times in the lifetime. The first job of people is normally employer who are willing to hire them. Also, the first job is great experience for people to modify their future career in the right direction. As far as people concerned altering their career path because they encounter discontents or predicaments. Thus, folks should learn how to examine which position is suitable for them. First, they need to fully understand their personality, interests and work style allowing them to choose the occupation into the position. Moreover, people can take the career test and ask some objective questions to figure out an appropriate position.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Reviewing a self-help book.,,,
EFCAMDAT,EF_36,Reviewing a self-help book,"At the beginning, the author told that some people have difficulty in finding a new and more gratifying career path through a real story of his client. Then he said it is common in life and we can see from statistics, the average person changes a career path five to seven times throughout a lifetime. In the third paragraph, the author expressed his opinions that people usually contemplate altering their career paths when discontent comes to surface, which is also verified by research that peoples personality and interests to a profession can make them feel fulfilled in their career. finally, the author told us how to discover what jobs are best suited to us. We can look for our jobs according to the hints. I am very impressive about the questions he raised in the last, which can help me to find a correct direction to my career path.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Reviewing a self-help book.,,,
EFCAMDAT,EF_37,Setting rules for social networking,"Besides some benefits, social network sites contains a lot of disadvantages. hints for private persons when using social network sites - unwelcome advertising - worldwide visibility of private data - data abuse sobbing/gyber-stalking - be sure to give data only well-known friends - avoid publishing of sensible photos whishing/theft of Identity - spy out of accounts/times of holidays - spread out spy-ware - no download from unknown sites - unintentional links to other sites - careful of using online banking security in social network sites - change often your password - carful examine of settings - save giving to much informations about yourself hints for companies when using social network sites - spy out of intern secrets - give only trustworthy persons the task to do something - be careful with headhunting",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Setting rules for social networking.,,,
EFCAMDAT,EF_37,Setting rules for social networking,"Dangers of social network: 1) Be sure that the company provides technical and user security; 2) evaluate if file attachments and chats or phone calls should be restricted to managers; 3) promote a training about company security to all employees; 4) advise development department to protect intellectual property of the company; Policy about use of social network 1) Although is allowed to access a social network in office, it's recommended not to spend more than 1 hour a day in personal profiles; 2) It's recommended to use professional profiles for professional contacts; 3) Be aware that other companies can take advantage of unprotected informations available to your contacts.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Setting rules for social networking.,,,
EFCAMDAT,EF_37,Setting rules for social networking,"Two aspects that must be dressed: - technical security; - user security. The major problem with social networks: - Open interaction among people loosely connected, - It can generate unnecessary rumors; On the other hand, it can: - To draw significantly accurate organization chats; - To sheer existence and supply competitors with job titles - Some social network allows barriers to protect your data The bigs social work: - ProfileMe;-networker. On ProfileMe, you can: - To reduce what will appear in your profile; - To block specific users. On the networker: - To choose whether others can see you've viewed their profile; - Only your name and headline will show.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Setting rules for social networking.,,,
EFCAMDAT,EF_37,Setting rules for social networking,"Welcome to our seminar concerning the hazards of social networking sites. nowadays, being connected with the whole world, at any time, is becoming more and more crucial. For this reason we all think that social network sites should be considered as a great opportunity and not as a threat. But, like every new invention they have some weak points. In this case, their major problems come from their strength point. If on the one hand they encourage open interaction among users, on the other hand too much chatting can generate inconvenient rumors about our company and our plans. For this reason we recommend you all to check-out your privacy settings and behave responsibly and professionally. Although, we reserve the right to introduce specific company policies that limit what you can share on-line. thanks for your attention.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Setting rules for social networking.,,,
EFCAMDAT,EF_37,Setting rules for social networking,"Social networking: advantages and dangers Two aspects of security: technical security - at usual technical and functional level user security - connecting with others more quickly - sending file attachments - using peer-to-peer programs - filtering and blocking The major problem of security: advantage: - open interaction danger: - unnecessary rumours - tricking employees into revealing intellectual properties Other possibilities of misuse: - revealing job titles, experience, friends, family - making able for combining different data - drawing accurate charts of company, suppliers etc. preventing steps (for keeping information secure) - In general: adjusting how much information others may access - features in ProfileMe - features in networker Conclusion The usability of these features The plans and aims of the company: - creating specific company policy - limiting what employees share online - preserving reputation of company and employees - securing trade secrets and company structure",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Setting rules for social networking.,,,
EFCAMDAT,EF_37,Setting rules for social networking,"1. People use social networking sites to: - socialize - Do business 2. The access to all data regarding your work and activities is not only useless, but may be extremely detrimental. - Intellectual property might be accidentally but irreversibly revealed. - dishonest competitors might use your information to draw organization charts of the company, steal data and understand market strategies. 3. To avoid it, the use of networking site ough to be limited and restricted by several rules in order to preserve your work and the whole asset of the society. - share professional and personal life (mixing private and public details in your profile will make easier for competitors to track your carrier path and business position) - limit the access only to trusted people - reject contact requests from people you barely know or strangers as well - Do not accept and open email attachments from unknown people 4. Please alert the security office if: - You opened a file and you're afraid it's a spyware software - You believe your files have been deleted or copied or moved without your authorization 5. thanks for you attention and keep the good work.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Setting rules for social networking.,,,
EFCAMDAT,EF_37,Setting rules for social networking,"Social networks tend to allow users to send file attachments and use peer-to-peer programs for chats and phone calls, but these tools properties are well-understood and system administrators can filterthem or even block certain URLs if necessary. From a user-security standpoint, the major problem with social networks is their strength: They encourage open interaction among users who may know each other but who could also be very loosely connected. For some sites such as, networker or homepage.com, however, people can maintain barriers against interacting with near-strangers. Valdemar",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Setting rules for social networking.,,,
EFCAMDAT,EF_37,Setting rules for social networking,"First slide: - Social networking to socialize as well as do business. - Think on technical and user security. - connect users with others more quickly. - Use file attachments and peer-to-peer programs. Second slide: - Major problem is their strength: open interaction. - Typical sites: networker or homepage.com Third slide: - chatting generates rumors about companies and its plans. - trick employees. - combination of information of employees draws organization charts of companies and suppliers. Fourth slide: - ProfileMe, reduction of public profile informations by users. - Block specific users. - limit the ability of Web crawlers. - networkers, most business oriented social network. - professionally behavior. - tools for customizing others views for you. - Restricted view on your profile. Fifth slide: - Increase of social networks corporate usability. - treating specific company policies.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Setting rules for social networking.,,,
EFCAMDAT,EF_37,Setting rules for social networking,"1.- People will always use social networking. two aspects of social-networking must be addressed: technical and user security. They tend to allow users to send file attachments and use peer to peer programs for chats and phone calls which are well understood and system administrators can filter them or even block certain URL's if necessary. 2.- From a user security standpoint the major problem is their strength. They encourage open interaction among users who may know each other but also could be very loosely connected, so, there are some barriers against interacting with strangers. 3.- Too much chatting. It can generate unnecessary rumors about your company plans, and some dishonest competitors could take advantage of this. 4.- big networking names. allow you to adjust how much information others may access, due to the realization that possible security flaws could convince others to avoid their sites.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Setting rules for social networking.,,,
EFCAMDAT,EF_37,Setting rules for social networking,"Social networking sites are very popular among the people, because they give an opportunity to communicate with other users more quickly and less formally then by email. But there is some danger with it. The major problem with social networks consists in their strength. They allow interaction with unfamiliar users. However, some sites can maintain barrier against interacting with unknown people. The second problem is disclosure company secret facts. This may break its business. So those who like to use social sites must be accurate with their communication with different people. They must think what they are writing about and who is reading their notes.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Setting rules for social networking.,,,
EFCAMDAT,EF_38,Dealing with a breach of contract,"Dear Mr. McDonald, I''m writing regarding the breach of my contract. As you know, I had to work two weekends, but I didn''t get paid for it. However my contract clearly states that I should be paid for weekend work. therefore I''m within my rights to object to being refused overtime pay. As my lawyer wrote to me, nothing allows your company TransWorld enterprises to refuse to pay overtime. He advised me also how I could go ahead, if it isn''t possible to settle out of court, to get justice. So I''d looking forward to get my money without the help of the court. Yours sincerely, Simone",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Dealing with a breach of contract.,,,
EFCAMDAT,EF_38,Dealing with a breach of contract,"Dear Mister Malcolm McDonald, I am writing for you regarding your refuse paying my overtime on the last couple weeks in order to try to get a dial out of the court. This refuse is a breach of the contract that I have with your company, the Transworld enterprises, as you can see by yourself or your attorney. I propose making a dial out of court and we both will have earned, once we can same the money we are going to spend with layers. Moreover, if we get a dial, I will give up to sue the company for other damages. I know I'am on my right and that you are a reasonable man, and I'm waiting for your answer until friday. Best regards.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Dealing with a breach of contract.,,,
EFCAMDAT,EF_38,Dealing with a breach of contract,"Dear Mr. McDonald I am writing to you regarding the overtime payment that your company TransWorld enterprises is due to pay me for working the two weekends in order to finish the extended project. according to my employment contract, I should get additional payment for work over 38-hours a week. therefore I feel myself within my rights to claim the money in court. At the same time I still believe in possibility to settle the arguable question out of court and I consider myself open for negotiations on the matter. furthermore I would like to clearly state the fact that I don't pretend to claim moral high grounds, but I an determent to get the payable money for overtime work. sincerely Yours, Anastasia Stojakova",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Dealing with a breach of contract.,,,
EFCAMDAT,EF_38,Dealing with a breach of contract,"Dear Mr. Malcolm McDonald, As you know, I'm have been writing to TransWorld enterprises for at least a month in order to solve our pending problems. After this time without any response from your company, I've decided to support me with some legal advices. The lawyer had already instructed me about my rights after I had showed my contract to him . My claim for overtime is concerned, and my contract clearly states that I should be compensated for weekend work. furthermore, nothing in the contract allows the company to refuse to pay me for something that is not our fault. As I'm just looking for my rights I hope we can work out our problem without I start a claim in the court. If you pay attention to the consequences of a sue against your company, I'm sure we will settle it on pretty quickly . Best regards, Leonardo",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Dealing with a breach of contract.,,,
EFCAMDAT,EF_38,Dealing with a breach of contract,"Dear Mr McDonald, I am writing to you regarding your recent discussion with me about my overtime payment. I wish to point out that I object to your denial, as I feel it's not fair to me as an employee. Moreover, my contract clearly states that I should be compensated for weekend work. furthermore, nothing in the contract allows the company to refuse to pay me for something that is not their fault. I believe that you are taking the moral high ground in trying to pursue this matter through the courts. At the same time, I acknowledge that I am within my right to object to being refused overtime pay. Your sincerely, Natalia Kuranko",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Dealing with a breach of contract.,,,
EFCAMDAT,EF_38,Dealing with a breach of contract,"I'm writing regarding to ask you to fulfill my payment which I am entitled to. I've been oriented by my lawyer how to proceed in this case however, i any case I'm within my rights, you are responsible for a breach of contract, such a behave has to be punished. I've been being a good employee who do his job and are into the enterprises' goals. I didn't expected this from you, I believed in your projects and now I feel just disappointed. Besides me and my psychological reasons, Law and Truth are by my side anyway, just paraphrasing my lawyer: ""nothing in the contract allows the company to refuse to pay you"". Despite everything, I'll be always grateful for you to have given me my first job opportunity.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Dealing with a breach of contract.,,,
EFCAMDAT,EF_38,Dealing with a breach of contract,"Dear Malcolm McDonald! Im writing regarding the payment of the overtime last two weeks. As far as your objection is concerned, we have a contract clearly states that I should be compensated for weekend work. furthermore, nothing in the contract allows the company to refuse to pay me for something that is not the company fault. consequently, the company should certainly pay me for working the two weekends. I have received some notes from my lawyer about my rights to sue the company for damages. I would be appreciating if we could be lenient on each other and not be claiming the moral high ground to handle this deal without a trial. We had been in good relationships before this mishap. I hope it was just misunderstanding and I will be glad to continue working in your company. Best regards,",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Dealing with a breach of contract.,,,
EFCAMDAT,EF_38,Dealing with a breach of contract,"Dear Mr. McDonald, I am very sorry about having to write this letter to you. As far as my work in the company is concerned, I still appreciate the project I was working on and I am grateful for the huge responsibility I was in. But I deeply disagree in your refusal to pay my overtime work. Not only do I have worked several weekends to finish the demanding job in time, but my contract is without any doubt clear about compensating overtime work. I hope you are fair enough to accept my rights, as the contract states. I am looking forward to get payed soon. otherwise I'll have to sue the company. Yours sincerely,",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Dealing with a breach of contract.,,,
EFCAMDAT,EF_38,Dealing with a breach of contract,"Dear Mr. McDonald, I am writing you to formally request my overtime pay. recently I worked on the weekend. These extra hours have been due to completing tasks on the latest project. I would like to formally request that I receive overtime pay for any additional hours that I work beyond my required thirty eight hours per week. furthermore, I would be grateful if you could arrange to provide the overtime to me. Yours sincerely, Correa",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Dealing with a breach of contract.,,,
EFCAMDAT,EF_38,Dealing with a breach of contract,"Mr. Malcolm McDonald I am writing the letter regarding overtime owned by the Transworld enterprises for the two weeks that I have worked to implement the project. In according the state on the paragraph 9.7.4 in the contract, working hours in according to the demand it will be compensated like payable at one and a half times the normally hourly rate including on weekends. In addition I would like let you know that I am willing in make an agreement beforehand reach it in a settlement by legal proceedings. In the next days my lawyer will contact you to resolve this issue. Yours sincerely, Antonio Pereira.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Dealing with a breach of contract.,,,
EFCAMDAT,EF_39,Improving your study skills,"To help me with vocabulary, I try to do a wide range of exercises: speaking, reading and writing. First, I write down the new words in my notebook. The rule is five new words every day. To remember this more thoroughly, I write down one sentence with every new word. In addition I repeat aloud every word several times to drill a pronunciation. For learning the new words I use the special computer games as well. secondly, the good way to improve my vocabulary is to read the books telling the stories about the real life in the UK and US. While reading English books I always use an English-Russian dictionary to check up every word unknown for me. thirdly, to get used to pronouncing English words correctly I often read English books aloud. The words with the most complicated spelling I usually repeat more than one time.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Improving your study skills.,,,
EFCAMDAT,EF_39,Improving your study skills,"These days I have learnt a lot of strategy about how to learn english much better. To help me with vocabulary, which I think the most important issue in the path to be an excellent english speaker, I skin and skim a certain graded words in a vocabulary book to get a vague image about these words first. And then I will do some reading to learn them in context. It's a good method I figure and always sanctioning pretty well. Advice I would give myself, such as read a bit more authentic material, is also useful and helpful. I wish I knew more about the western culture, so I have been browsing some literal web sites with an abundant of articles in different genres to read. It could be enjoyable sometimes.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Improving your study skills.,,,
EFCAMDAT,EF_39,Improving your study skills,"Hey (teacher), So while learning on your website I always keep ""googletranslate"" open in the next tab, so I can easily switch and check the meaning of a word. Then I have my notebook right next to me, and i don't hesitate to write all the new words. Before i go to sleep or on the morning I read books on my phone that I have downloaded online. The last one I have read is called ""how to live 24hrs a day"" and was quite interesting. while reading I had the pleasure to find words that I just learned in class! Once I learnt about the ""hangman"" game, I straight looked for it in the application market. And I have to agree I am increasing my vocabulary a lot. Any personal advises? (too bad I can't be in touch with the corrector).",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Improving your study skills.,,,
EFCAMDAT,EF_39,Improving your study skills,"vocabulary learning is central to acquiring good command of English. However, it is never easy to master vocabularies, including memorizing them and using them. As to my vocabulary strategies, basically I have been using two methods to help me with vocabulary. I do agree that reading is a must. I try to enlarge my vocabulary by tackling authentic materials, love stories, thrillers, essays- all genres and any materials that I can have access to. The other method I use is to record information about vocabulary. Whenever I have time, I read them out load and memorize them while I read. They say we need to meet a word about 20 times before it sticks! The problem I have with vocabulary is that even some vocabularies are in my head but I can't seem to use them very appropriately. I guess I just haven't had enough practice on them!",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Improving your study skills.,,,
EFCAMDAT,EF_39,Improving your study skills,"Well, to help me with my vocabulary, I think I need more exercises in pronunciation, that is, exercises that help me to talk more in the headphone microphone. I understand that the grammar is very important, but in my case I have trouble of prepositions, putting the words in the right order, etc. The advise that I should give myself is to persevere in learning this new language without giving up, trying hard to read books, watch news in English, and above all talk to people in English without shame. I wish to know more about how to develop better my English, the topics of the subjects are interesting because they give me several examples of situations that we live daily. Thank you.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Improving your study skills.,,,
EFCAMDAT,EF_39,Improving your study skills,"A skilled worker must know a lot his or her job. He or she picks it up from a master or teacher. step by step. From ""A to Z"". For myself I built me a structure of really pictures. For instance, the word watering, irrigating. So, in a hot summer to have to give the plant some water. I take a can fulfill it with water and give the plant. While, I asked myself what is the name of? A rose certainly and which colour? Is there some blossom on the twig? And a thorn too. In which month? So at any time when I enter my garden some of the word I suddenly remember. In the daily life, lots of example's is given to following at these case. If you want? It's up to you! I would like to have a little bit more pictures to look at and makes my one connection in my mind. pictures of wondering and dreaming in English.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Improving your study skills.,,,
EFCAMDAT,EF_39,Improving your study skills,"To help me with vocabulary, I use the dictionary when I read an English book. At first, I read the book without dictionary. And then, I look up the meaning of key phrases in the dictionary. It really helps me to develop my vocabulary. according to the neuroscience, unimportant things slip out of our memory within 4 days. So I check my vocabulary 4 days after learning it. If I can't remember the meaning, I review it. I wish I knew more about the background of foreign country. (economy, law, industry, custom and so on) If I know more about foreign country, I can easily develop my vocabulary.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Improving your study skills.,,,
EFCAMDAT,EF_39,Improving your study skills,"I have to improve my English knowledge, there's no doubt about it. I have to improve the number of letter i could use; this is very important to become more fluent during conversation and to bring the discussion to a deeper level. There are some methods that i use, for example I try to guess the meaning of words from context when i read a book ,I use an English-English dictionary and I read authentic materials but I'm sure that I have to practice more. To help me with vocabulary, I could read more out of class or try some vocabulary games. I think that those activities could help me to improve my vocabulary. I wish i knew more about mnemonics so i could member more words or about graded reader. My objective is clear: improve my fluency and all this methods could help me to achieve those result.",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Improving your study skills.,,,
EFCAMDAT,EF_39,Improving your study skills,"Here I have a list of skills that help me with vocabulary: 1. I read a lot outside of class 2. Every new word for me I put in my list of new's word in my notebook and I tried (when I remember) to read at least five of them before sleeping 3. I try to guess the meaning of words from context 4. I watch my favorite series with english legend, so I write down the new words and try to use them during the week that I watched the series But I think that I could do more, like: - Use mnemonics to help me remember new words - lay vocabulary games",You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Improving your study skills.,,,
