n-gram,count
"('hard', 'exactly', 'use', 'script')",1
"('exactly', 'use', 'script', 'chosen')",1
"('use', 'script', 'chosen', 'suggests')",1
"('script', 'chosen', 'suggests', 'human')",1
"('chosen', 'suggests', 'human', 'short')",1
"('suggests', 'human', 'short', 'imperfect')",1
"('human', 'short', 'imperfect', 'sentences')",1
"('short', 'imperfect', 'sentences', 'strongly')",1
"('imperfect', 'sentences', 'strongly', 'felt')",1
"('sentences', 'strongly', 'felt', 'good')",1
"('strongly', 'felt', 'good', 'idea')",1
"('felt', 'good', 'idea', 'typical')",1
"('good', 'idea', 'typical', 'llm')",1
"('idea', 'typical', 'llm', 'write')",1
"('typical', 'llm', 'write', 'slightly')",1
"('llm', 'write', 'slightly', 'clumsy')",1
"('write', 'slightly', 'clumsy', 'wording')",1
"('slightly', 'clumsy', 'wording', 'come')",1
"('clumsy', 'wording', 'come', 'simian')",1
"('wording', 'come', 'simian', 'hands')",1
"('come', 'simian', 'hands', 'short')",1
"('simian', 'hands', 'short', 'sentences')",1
"('hands', 'short', 'sentences', 'potential')",1
"('short', 'sentences', 'potential', 'minor')",1
"('sentences', 'potential', 'minor', 'grammar')",1
"('potential', 'minor', 'grammar', 'issues')",1
"('minor', 'grammar', 'issues', 'believe')",1
"('grammar', 'issues', 'believe', 'read')",1
"('issues', 'believe', 'read', 'whilst')",1
"('believe', 'read', 'whilst', 'poems')",1
"('read', 'whilst', 'poems', 'poems')",1
"('whilst', 'poems', 'poems', 'reminiscent')",1
"('poems', 'poems', 'reminiscent', 'american')",1
"('poems', 'reminiscent', 'american', 'english')",1
"('reminiscent', 'american', 'english', 'speaker')",1
"('american', 'english', 'speaker', 'esl')",1
"('english', 'speaker', 'esl', 'writer')",1
"('speaker', 'esl', 'writer', 'totally')",1
"('esl', 'writer', 'totally', '100')",1
"('writer', 'totally', '100', 'seen')",1
"('totally', '100', 'seen', 'occasionally')",1
"('100', 'seen', 'occasionally', 'american')",1
"('seen', 'occasionally', 'american', 'english')",1
"('occasionally', 'american', 'english', 'llm')",1
"('american', 'english', 'llm', 'trained')",1
"('english', 'llm', 'trained', 'way')",1
"('llm', 'trained', 'way', 'writing')",1
"('trained', 'way', 'writing', 'style')",1
"('way', 'writing', 'style', 'human')",1
"('writing', 'style', 'human', 'apparent')",1
"('style', 'human', 'apparent', 'oversimplification')",1
"('human', 'apparent', 'oversimplification', 'repetitive')",1
"('apparent', 'oversimplification', 'repetitive', 'sentence')",1
"('oversimplification', 'repetitive', 'sentence', 'structure')",1
"('repetitive', 'sentence', 'structure', 'personality')",1
"('sentence', 'structure', 'personality', 'firm')",1
"('structure', 'personality', 'firm', 'believer')",1
"('personality', 'firm', 'believer', 'vs')",1
"('firm', 'believer', 'vs', 'opinion')",1
"('believer', 'vs', 'opinion', 'detached')",1
"('vs', 'opinion', 'detached', 'clinical')",1
"('opinion', 'detached', 'clinical', 'structure')",1
"('detached', 'clinical', 'structure', 'tone')",1
"('clinical', 'structure', 'tone', 'citation')",1
"('structure', 'tone', 'citation', 'specify')",1
"('tone', 'citation', 'specify', 'episode')",1
"('citation', 'specify', 'episode', 'season')",1
"('specify', 'episode', 'season', '10')",1
"('episode', 'season', '10', 'said')",1
"('season', '10', 'said', 'chosen')",1
"('10', 'said', 'chosen', 'instead')",1
"('said', 'chosen', 'instead', 'chose')",1
"('chosen', 'instead', 'chose', 'sounds')",1
"('instead', 'chose', 'sounds', 'human')",1
"('chose', 'sounds', 'human', 'unnecessary')",1
"('sounds', 'human', 'unnecessary', 'recent')",1
"('human', 'unnecessary', 'recent', 'terrorist')",1
"('unnecessary', 'recent', 'terrorist', 'attacks')",1
"('recent', 'terrorist', 'attacks', 'ai')",1
"('terrorist', 'attacks', 'ai', 'added')",1
"('attacks', 'ai', 'added', 'tried')",1
"('ai', 'added', 'tried', 'talk')",1
"('added', 'tried', 'talk', 'missing')",1
"('tried', 'talk', 'missing', 'comma')",1
"('talk', 'missing', 'comma', 'friend')",1
"('missing', 'comma', 'friend', 'recently')",1
"('comma', 'friend', 'recently', 'friend')",1
"('friend', 'recently', 'friend', 'jack')",1
"('recently', 'friend', 'jack', 'language')",1
"('friend', 'jack', 'language', 'simplistic')",1
"('jack', 'language', 'simplistic', 'ai')",1
"('language', 'simplistic', 'ai', 'tried')",1
"('simplistic', 'ai', 'tried', 'comprehensive')",1
"('ai', 'tried', 'comprehensive', 'words')",1
"('tried', 'comprehensive', 'words', 'explicitly')",1
"('comprehensive', 'words', 'explicitly', 'told')",1
"('words', 'explicitly', 'told', 'upset')",1
"('explicitly', 'told', 'upset', 'instead')",1
"('told', 'upset', 'instead', 'happy')",1
"('upset', 'instead', 'happy', 'sounds')",1
"('instead', 'happy', 'sounds', 'human')",1
"('happy', 'sounds', 'human', 'like')",1
"('sounds', 'human', 'like', 'unnecessary')",1
"('human', 'like', 'unnecessary', 'epic')",1
"('like', 'unnecessary', 'epic', 'poems')",1
"('unnecessary', 'epic', 'poems', 'sounds')",1
"('epic', 'poems', 'sounds', 'human')",1
"('poems', 'sounds', 'human', 'saying')",1
"('sounds', 'human', 'saying', 'enduring')",1
"('human', 'saying', 'enduring', 'influential')",1
"('saying', 'enduring', 'influential', 'saying')",1
"('enduring', 'influential', 'saying', 'gods')",1
"('influential', 'saying', 'gods', 'play')",1
"('saying', 'gods', 'play', 'significant')",1
"('gods', 'play', 'significant', 'role')",1
"('play', 'significant', 'role', 'shaping')",1
"('significant', 'role', 'shaping', 'course')",1
"('role', 'shaping', 'course', 'events')",1
"('shaping', 'course', 'events', 'experiences')",1
"('course', 'events', 'experiences', 'mortals')",1
"('events', 'experiences', 'mortals', 'sounds')",1
"('experiences', 'mortals', 'sounds', 'human')",1
"('mortals', 'sounds', 'human', 'like')",1
"('sounds', 'human', 'like', 'starts')",1
"('human', 'like', 'starts', 'sentence')",1
"('like', 'starts', 'sentence', 'majority')",1
"('starts', 'sentence', 'majority', 'humans')",1
"('sentence', 'majority', 'humans', 'taught')",1
"('majority', 'humans', 'taught', 'young')",1
"('humans', 'taught', 'young', 'age')",1
"('taught', 'young', 'age', 'improper')",1
"('young', 'age', 'improper', 'way')",1
"('age', 'improper', 'way', 'write')",1
"('improper', 'way', 'write', 'ai')",1
"('way', 'write', 'ai', 'likes')",1
"('write', 'ai', 'likes', 'state')",1
"('ai', 'likes', 'state', 'facts')",1
"('likes', 'state', 'facts', 'expand')",1
"('state', 'facts', 'expand', 'detail')",1
"('facts', 'expand', 'detail', 'individual')",1
"('expand', 'detail', 'individual', 'sentence')",1
"('detail', 'individual', 'sentence', 'believe')",1
"('individual', 'sentence', 'believe', 'texts')",1
"('sentence', 'believe', 'texts', 'ai')",1
"('believe', 'texts', 'ai', 'advanced')",1
"('texts', 'ai', 'advanced', 'sounds')",1
"('ai', 'advanced', 'sounds', 'human')",1
"('advanced', 'sounds', 'human', 'like')",1
"('sounds', 'human', 'like', 'giving')",1
"('human', 'like', 'giving', 'options')",1
"('like', 'giving', 'options', 'complete')",1
"('giving', 'options', 'complete', 'renewable')",1
"('options', 'complete', 'renewable', 'energy')",1
"('complete', 'renewable', 'energy', 'sources')",1
"('renewable', 'energy', 'sources', 'staying')",1
"('energy', 'sources', 'staying', 'neutral')",1
"('sources', 'staying', 'neutral', 'opinion')",1
"('staying', 'neutral', 'opinion', 'option')",1
"('neutral', 'opinion', 'option', 'opinionated')",1
"('opinion', 'option', 'opinionated', 'gives')",1
"('option', 'opinionated', 'gives', 'reasons')",1
"('opinionated', 'gives', 'reasons', 'opinion')",1
"('gives', 'reasons', 'opinion', 'humans')",1
"('reasons', 'opinion', 'humans', 'providing')",1
"('opinion', 'humans', 'providing', 'previous')",1
"('humans', 'providing', 'previous', 'context')",1
"('providing', 'previous', 'context', 'sounds')",1
"('previous', 'context', 'sounds', 'human')",1
"('context', 'sounds', 'human', 'recognise')",1
"('sounds', 'human', 'recognise', 'accomplishments')",1
"('human', 'recognise', 'accomplishments', 'previous')",1
"('recognise', 'accomplishments', 'previous', 'scientists')",1
"('accomplishments', 'previous', 'scientists', 'stating')",1
"('previous', 'scientists', 'stating', 'factual')",1
"('scientists', 'stating', 'factual', 'going')",1
"('stating', 'factual', 'going', 'overly')",1
"('factual', 'going', 'overly', 'depth')",1
"('going', 'overly', 'depth', 'unnecessary')",1
"('overly', 'depth', 'unnecessary', 'areas')",1
"('depth', 'unnecessary', 'areas', '1st')",1
"('unnecessary', 'areas', '1st', 'contains')",1
"('areas', '1st', 'contains', 'source')",1
"('1st', 'contains', 'source', 'ai')",1
"('contains', 'source', 'ai', 'rarely')",1
"('source', 'ai', 'rarely', 'shares')",1
"('ai', 'rarely', 'shares', 'sources')",1
"('rarely', 'shares', 'sources', 'paragraph')",1
"('shares', 'sources', 'paragraph', 'learning')",1
"('sources', 'paragraph', 'learning', 'english')",1
"('paragraph', 'learning', 'english', 'likely')",1
"('learning', 'english', 'likely', 'written')",1
"('english', 'likely', 'written', 'person')",1
"('likely', 'written', 'person', 'learning')",1
"('written', 'person', 'learning', 'language')",1
"('person', 'learning', 'language', 'somewhat')",1
"('learning', 'language', 'somewhat', 'clunky')",1
"('language', 'somewhat', 'clunky', 'sentences')",1
"('somewhat', 'clunky', 'sentences', 'e.g.')",1
"('clunky', 'sentences', 'e.g.', 'important')",1
"('sentences', 'e.g.', 'important', 'improve')",1
"('e.g.', 'important', 'improve', 'study')",1
"('important', 'improve', 'study', 'skills')",1
"('improve', 'study', 'skills', 'learn')",1
"('study', 'skills', 'learn', 'academic')",1
"('skills', 'learn', 'academic', 'english')",1
"('learn', 'academic', 'english', 'order')",1
"('academic', 'english', 'order', 'achieve')",1
"('english', 'order', 'achieve', 'high')",1
"('order', 'achieve', 'high', 'grade')",1
"('achieve', 'high', 'grade', 'exams')",1
"('high', 'grade', 'exams', 'track')",1
"('grade', 'exams', 'track', 'furthermore')",1
"('exams', 'track', 'furthermore', 'writer')",1
"('track', 'furthermore', 'writer', 'refers')",1
"('furthermore', 'writer', 'refers', 'themself')",1
"('writer', 'refers', 'themself', 'understand')",1
"('refers', 'themself', 'understand', 'llm')",1
"('themself', 'understand', 'llm', 'trained')",1
"('understand', 'llm', 'trained', 'feels')",1
"('llm', 'trained', 'feels', 'human')",1
"('trained', 'feels', 'human', 'especially')",1
"('feels', 'human', 'especially', 'talks')",1
"('human', 'especially', 'talks', 'lived')",1
"('especially', 'talks', 'lived', 'experience')",1
"('talks', 'lived', 'experience', 'e.g.')",1
"('lived', 'experience', 'e.g.', 'try')",1
"('experience', 'e.g.', 'try', 'read')",1
"('e.g.', 'try', 'read', 'newspapers')",1
"('try', 'read', 'newspapers', 'magasines')",1
"('read', 'newspapers', 'magasines', 'structure')",1
"('newspapers', 'magasines', 'structure', 'paragraph')",1
"('magasines', 'structure', 'paragraph', 'feels')",1
"('structure', 'paragraph', 'feels', 'logical')",1
"('paragraph', 'feels', 'logical', 'sentence')",1
"('feels', 'logical', 'sentence', 'work')",1
"('logical', 'sentence', 'work', 'feel')",1
"('sentence', 'work', 'feel', 'superfluous')",1
"('work', 'feel', 'superfluous', 'misplaced')",1
"('feel', 'superfluous', 'misplaced', 'ai')",1
"('superfluous', 'misplaced', 'ai', 'feels')",1
"('misplaced', 'ai', 'feels', 'like')",1
"('ai', 'feels', 'like', 'written')",1
"('feels', 'like', 'written', 'academic')",1
"('like', 'written', 'academic', 'english')",1
"('written', 'academic', 'english', 'given')",1
"('academic', 'english', 'given', 'llms')",1
"('english', 'given', 'llms', 'improve')",1
"('given', 'llms', 'improve', 'everyday')",1
"('llms', 'improve', 'everyday', 'skeptical')",1
"('improve', 'everyday', 'skeptical', 'feels')",1
"('everyday', 'skeptical', 'feels', 'like')",1
"('skeptical', 'feels', 'like', 'writer')",1
"('feels', 'like', 'writer', 'played')",1
"('like', 'writer', 'played', 'themself')",1
"('writer', 'played', 'themself', 'reading')",1
"('played', 'themself', 'reading', 'game')",1
"('themself', 'reading', 'game', 'instruction')",1
"('reading', 'game', 'instruction', 'manual')",1
"('game', 'instruction', 'manual', 'ask')",1
"('instruction', 'manual', 'ask', 'people')",1
"('manual', 'ask', 'people', 'play')",1
"('ask', 'people', 'play', 'board')",1
"('people', 'play', 'board', 'game')",1
"('play', 'board', 'game', 'need')",1
"('board', 'game', 'need', 'know')",1
"('game', 'need', 'know', 'game')",1
"('need', 'know', 'game', 'works')",1
"('know', 'game', 'works', 'need')",1
"('game', 'works', 'need', 'set')",1
"('works', 'need', 'set', 'board')",1
"('need', 'set', 'board', 'long')",1
"('set', 'board', 'long', 'winded')",1
"('board', 'long', 'winded', 'clunky')",1
"('long', 'winded', 'clunky', 'sentences')",1
"('winded', 'clunky', 'sentences', 'human')",1
"('clunky', 'sentences', 'human', 'talks')",1
"('sentences', 'human', 'talks', 'idiomatic')",1
"('human', 'talks', 'idiomatic', 'expressions')",1
"('talks', 'idiomatic', 'expressions', 'english')",1
"('idiomatic', 'expressions', 'english', 'primary')",1
"('expressions', 'english', 'primary', 'language')",1
"('english', 'primary', 'language', 'know')",1
"('primary', 'language', 'know', 'feels')",1
"('language', 'know', 'feels', 'human')",1
"('know', 'feels', 'human', 'sounds')",1
"('feels', 'human', 'sounds', 'like')",1
"('human', 'sounds', 'like', 'aloud')",1
"('sounds', 'like', 'aloud', 'especially')",1
"('like', 'aloud', 'especially', 'esl')",1
"('aloud', 'especially', 'esl', 'status')",1
"('especially', 'esl', 'status', 'helps')",1
"('esl', 'status', 'helps', 'person')",1
"('status', 'helps', 'person', 'specific')",1
"('helps', 'person', 'specific', 'feels')",1
"('person', 'specific', 'feels', 'need')",1
"('specific', 'feels', 'need', 'specify')",1
"('feels', 'need', 'specify', 'e')",1
"('need', 'specify', 'e', 'learning')",1
"('specify', 'e', 'learning', 'electronic')",1
"('e', 'learning', 'electronic', 'learning')",1
"('learning', 'electronic', 'learning', 'writer')",1
"('electronic', 'learning', 'writer', 'themself')",1
"('learning', 'writer', 'themself', 'heard')",1
"('writer', 'themself', 'heard', 'way')",1
"('themself', 'heard', 'way', 'lists')",1
"('heard', 'way', 'lists', 'wide')",1
"('way', 'lists', 'wide', 'range')",1
"('lists', 'wide', 'range', 'benefits')",1
"('wide', 'range', 'benefits', 'feels')",1
"('range', 'benefits', 'feels', 'ai')",1
"('benefits', 'feels', 'ai', 'generated')",1
"('feels', 'ai', 'generated', 'llms')",1
"('ai', 'generated', 'llms', 'loooove')",1
"('generated', 'llms', 'loooove', 'list')",1
"('llms', 'loooove', 'list', 'feels')",1
"('loooove', 'list', 'feels', 'human')",1
"('list', 'feels', 'human', 'rougher')",1
"('feels', 'human', 'rougher', 'colloquial')",1
"('human', 'rougher', 'colloquial', 'tone')",1
"('rougher', 'colloquial', 'tone', 'phrases')",1
"('colloquial', 'tone', 'phrases', 'like')",1
"('tone', 'phrases', 'like', 'e')",1
"('phrases', 'like', 'e', 'particular')",1
"('like', 'e', 'particular', 'forgetting')",1
"('e', 'particular', 'forgetting', 'etc')",1
"('particular', 'forgetting', 'etc', 'feel')",1
"('forgetting', 'etc', 'feel', 'like')",1
"('etc', 'feel', 'like', 'loud')",1
"('feel', 'like', 'loud', 'conversation')",1
"('like', 'loud', 'conversation', 'feels')",1
"('loud', 'conversation', 'feels', 'like')",1
"('conversation', 'feels', 'like', 'loud')",1
"('feels', 'like', 'loud', 'statements')",1
"('like', 'loud', 'statements', 'like')",1
"('loud', 'statements', 'like', 'check')",1
"('statements', 'like', 'check', 'probably')",1
"('like', 'check', 'probably', 'dealing')",1
"('check', 'probably', 'dealing', 'feel')",1
"('probably', 'dealing', 'feel', 'colloquial')",1
"('dealing', 'feel', 'colloquial', 'clunky')",1
"('feel', 'colloquial', 'clunky', 'formal')",1
"('colloquial', 'clunky', 'formal', 'technical')",1
"('clunky', 'formal', 'technical', 'future')",1
"('formal', 'technical', 'future', 'expected')",1
"('technical', 'future', 'expected', 'remote')",1
"('future', 'expected', 'remote', 'work')",1
"('expected', 'remote', 'work', 'common')",1
"('remote', 'work', 'common', '☝')",1
"('work', 'common', '☝', '️')",1
"('common', '☝', '️', '🤓')",1
"('☝', '️', '🤓', 'use')",1
"('️', '🤓', 'use', 'uncommon')",1
"('🤓', 'use', 'uncommon', 'words')",1
"('use', 'uncommon', 'words', 'structure')",1
"('uncommon', 'words', 'structure', 'kind')",1
"('words', 'structure', 'kind', 'suspicious')",1
"('structure', 'kind', 'suspicious', 'length')",1
"('kind', 'suspicious', 'length', 'sentences')",1
"('suspicious', 'length', 'sentences', 'mainly')",1
"('length', 'sentences', 'mainly', 'instinct')",1
"('sentences', 'mainly', 'instinct', 'definition')",1
"('mainly', 'instinct', 'definition', 'laid')",1
"('instinct', 'definition', 'laid', 'way')",1
"('definition', 'laid', 'way', 'makes')",1
"('laid', 'way', 'makes', 'sense')",1
"('way', 'makes', 'sense', 'i.e.')",1
"('makes', 'sense', 'i.e.', 'short')",1
"('sense', 'i.e.', 'short', 'description')",1
"('i.e.', 'short', 'description', 'characteristics')",1
"('short', 'description', 'characteristics', 'examples')",1
"('description', 'characteristics', 'examples', 'followed')",1
"('characteristics', 'examples', 'followed', 'causes')",1
"('examples', 'followed', 'causes', 'mix')",1
"('followed', 'causes', 'mix', 'sentence')",1
"('causes', 'mix', 'sentence', 'structure')",1
"('mix', 'sentence', 'structure', 'ai')",1
"('sentence', 'structure', 'ai', 'struggles')",1
"('structure', 'ai', 'struggles', 'states')",1
"('ai', 'struggles', 'states', 'obvious')",1
"('struggles', 'states', 'obvious', 'information')",1
"('states', 'obvious', 'information', 'usually')",1
"('obvious', 'information', 'usually', 'inferred')",1
"('information', 'usually', 'inferred', 'context')",1
"('usually', 'inferred', 'context', 'sentence')",1
"('inferred', 'context', 'sentence', 'course')",1
"('context', 'sentence', 'course', 'need')",1
"('sentence', 'course', 'need', 'know')",1
"('course', 'need', 'know', 'rules')",1
"('need', 'know', 'rules', 'risk')",1
"('know', 'rules', 'risk', 'play')",1
"('rules', 'risk', 'play', 'game')",1
"('risk', 'play', 'game', 'human')",1
"('play', 'game', 'human', 'usually')",1
"('game', 'human', 'usually', 'include')",1
"('human', 'usually', 'include', 'sentence')",1
"('usually', 'include', 'sentence', 'structure')",1
"('include', 'sentence', 'structure', 'similar')",1
"('sentence', 'structure', 'similar', 'think')",1
"('structure', 'similar', 'think', 'chose')",1
"('similar', 'think', 'chose', 'wrong')",1
"('think', 'chose', 'wrong', 'option')",1
"('chose', 'wrong', 'option', 'ai')",1
"('wrong', 'option', 'ai', 'like')",1
"('option', 'ai', 'like', 'includes')",1
"('ai', 'like', 'includes', 'obvious')",1
"('like', 'includes', 'obvious', 'grammar')",1
"('includes', 'obvious', 'grammar', 'mistakes')",1
"('obvious', 'grammar', 'mistakes', 'ai')",1
"('grammar', 'mistakes', 'ai', 'large')",1
"('mistakes', 'ai', 'large', 'models')",1
"('ai', 'large', 'models', 'instinct')",1
"('large', 'models', 'instinct', 'arguments')",1
"('models', 'instinct', 'arguments', 'given')",1
"('instinct', 'arguments', 'given', 'way')",1
"('arguments', 'given', 'way', 'makes')",1
"('given', 'way', 'makes', 'sense')",1
"('way', 'makes', 'sense', 'history')",1
"('makes', 'sense', 'history', 'impact')",1
"('sense', 'history', 'impact', 'second')",1
"('history', 'impact', 'second', 'like')",1
"('impact', 'second', 'like', 'ai')",1
"('second', 'like', 'ai', 'told')",1
"('like', 'ai', 'told', 'write')",1
"('ai', 'told', 'write', 'human')",1
"('told', 'write', 'human', 'way')",1
"('write', 'human', 'way', 'informal')",1
"('human', 'way', 'informal', 'explicitly')",1
"('way', 'informal', 'explicitly', 'stated')",1
"('informal', 'explicitly', 'stated', 'think')",1
"('explicitly', 'stated', 'think', 'llm')",1
"('stated', 'think', 'llm', 'likely')",1
"('think', 'llm', 'likely', 'speak')",1
"('llm', 'likely', 'speak', 'formally')",1
"('likely', 'speak', 'formally', 'sentence')",1
"('speak', 'formally', 'sentence', 'check')",1
"('formally', 'sentence', 'check', 'human')",1
"('sentence', 'check', 'human', 'reads')",1
"('check', 'human', 'reads', 'unusual')",1
"('human', 'reads', 'unusual', 'tone')",1
"('reads', 'unusual', 'tone', 'written')",1
"('unusual', 'tone', 'written', 'non')",1
"('tone', 'written', 'non', 'native')",1
"('written', 'non', 'native', 'english')",1
"('non', 'native', 'english', 'speaker')",1
"('native', 'english', 'speaker', 'sense')",1
"('english', 'speaker', 'sense', 'people')",1
"('speaker', 'sense', 'people', 'speak')",1
"('sense', 'people', 'speak', 'like')",1
"('people', 'speak', 'like', 'sounds')",1
"('speak', 'like', 'sounds', 'like')",1
"('like', 'sounds', 'like', 'written')",1
"('sounds', 'like', 'written', 'academic')",1
"('like', 'written', 'academic', 'article')",1
"('written', 'academic', 'article', 'written')",1
"('academic', 'article', 'written', 'context')",1
"('article', 'written', 'context', 'makes')",1
"('written', 'context', 'makes', 'sense')",1
"('context', 'makes', 'sense', 'tone')",1
"('makes', 'sense', 'tone', 'unusual')",1
"('sense', 'tone', 'unusual', 'robotic')",1
"('tone', 'unusual', 'robotic', 'direct')",1
"('unusual', 'robotic', 'direct', 'lacking')",1
"('robotic', 'direct', 'lacking', 'certain')",1
"('direct', 'lacking', 'certain', 'warmth')",1
"('lacking', 'certain', 'warmth', 'conveyed')",1
"('certain', 'warmth', 'conveyed', 'normal')",1
"('warmth', 'conveyed', 'normal', 'conversation')",1
"('conveyed', 'normal', 'conversation', 'spelling')",1
"('normal', 'conversation', 'spelling', 'errors')",1
"('conversation', 'spelling', 'errors', 'flat')",1
"('spelling', 'errors', 'flat', 'sounds')",1
"('errors', 'flat', 'sounds', 'human')",1
"('flat', 'sounds', 'human', 'like')",1
"('sounds', 'human', 'like', 'flow')",1
"('human', 'like', 'flow', 'expect')",1
"('like', 'flow', 'expect', 'key')",1
"('flow', 'expect', 'key', 'phrases')",1
"('expect', 'key', 'phrases', 'check')",1
"('key', 'phrases', 'check', 'like')",1
"('phrases', 'check', 'like', 'spoken')",1
"('check', 'like', 'spoken', 'cue')",1
"('like', 'spoken', 'cue', 'said')",1
"('spoken', 'cue', 'said', 'ai')",1
"('cue', 'said', 'ai', 'newspapers')",1
"('said', 'ai', 'newspapers', 'magazines')",1
"('ai', 'newspapers', 'magazines', 'things')",1
"('newspapers', 'magazines', 'things', 'past')",1
"('magazines', 'things', 'past', '42')",1
"('things', 'past', '42', 'territories')",1
"('past', '42', 'territories', '☝')",1
"('42', 'territories', '☝', '️')",1
"('territories', '☝', '️', '🤓')",1
"('☝', '️', '🤓', '1st')",1
"('️', '🤓', '1st', 'choice')",1
"('🤓', '1st', 'choice', 'love')",1
"('1st', 'choice', 'love', 'born')",1
"('choice', 'love', 'born', 'grammatical')",1
"('love', 'born', 'grammatical', 'error')",1
"('born', 'grammatical', 'error', 'ai')",1
"('grammatical', 'error', 'ai', 'instructed')",1
"('error', 'ai', 'instructed', 'offers')",1
"('ai', 'instructed', 'offers', 'wide')",1
"('instructed', 'offers', 'wide', 'range')",1
"('offers', 'wide', 'range', 'benefits')",1
"('wide', 'range', 'benefits', '☝')",1
"('range', 'benefits', '☝', '️')",1
"('benefits', '☝', '️', '🤓')",1
"('☝', '️', '🤓', 'general')",1
"('️', '🤓', 'general', 'romantic')",1
"('🤓', 'general', 'romantic', 'sounding')",1
"('general', 'romantic', 'sounding', 'sounds')",1
"('romantic', 'sounding', 'sounds', 'human')",1
"('sounding', 'sounds', 'human', 'like')",1
"('sounds', 'human', 'like', 'taking')",1
"('human', 'like', 'taking', 'seams')",1
"('like', 'taking', 'seams', 'ai')",1
"('taking', 'seams', 'ai', 'like')",1
"('seams', 'ai', 'like', 'point')",1
"('ai', 'like', 'point', 'structure')",1
"('like', 'point', 'structure', 'sounds')",1
"('point', 'structure', 'sounds', 'like')",1
"('structure', 'sounds', 'like', 'science')",1
"('sounds', 'like', 'science', 'article')",1
"('like', 'science', 'article', 'emotional')",1
"('science', 'article', 'emotional', 'informative')",1
"('article', 'emotional', 'informative', 'sentence')",1
"('emotional', 'informative', 'sentence', 'sounds')",1
"('informative', 'sentence', 'sounds', 'human')",1
"('sentence', 'sounds', 'human', 'goes')",1
"('sounds', 'human', 'goes', 'robotic')",1
"('human', 'goes', 'robotic', 'like')",1
"('goes', 'robotic', 'like', 'total')",1
"('robotic', 'like', 'total', 'lack')",1
"('like', 'total', 'lack', 'feeling')",1
"('total', 'lack', 'feeling', 'connecting')",1
"('lack', 'feeling', 'connecting', 'parts')",1
"('feeling', 'connecting', 'parts', 'maybe')",1
"('connecting', 'parts', 'maybe', 'disconnection')",1
"('parts', 'maybe', 'disconnection', 'sentence')",1
"('maybe', 'disconnection', 'sentence', 'poor')",1
"('disconnection', 'sentence', 'poor', 'english')",1
"('sentence', 'poor', 'english', 'trying')",1
"('poor', 'english', 'trying', 'talk')",1
"('english', 'trying', 'talk', 'happens')",1
"('trying', 'talk', 'happens', 'sounds')",1
"('talk', 'happens', 'sounds', 'ok')",1
"('happens', 'sounds', 'ok', 'choose')",1
"('sounds', 'ok', 'choose', 'sounded')",1
"('ok', 'choose', 'sounded', 'human')",1
"('choose', 'sounded', 'human', 'like')",1
"('sounded', 'human', 'like', 'convoluted')",1
"('human', 'like', 'convoluted', 'point')",1
"('like', 'convoluted', 'point', 'like')",1
"('convoluted', 'point', 'like', 'textbook')",1
"('point', 'like', 'textbook', 'trying')",1
"('like', 'textbook', 'trying', 'sound')",1
"('textbook', 'trying', 'sound', 'like')",1
"('trying', 'sound', 'like', 'child')",1
"('sound', 'like', 'child', 'trying')",1
"('like', 'child', 'trying', 'explain')",1
"('child', 'trying', 'explain', 'people')",1
"('trying', 'explain', 'people', 'feels')",1
"('explain', 'people', 'feels', 'personal')",1
"('people', 'feels', 'personal', 'repetition')",1
"('feels', 'personal', 'repetition', 'sentence')",1
"('personal', 'repetition', 'sentence', 'openers')",1
"('repetition', 'sentence', 'openers', 'big')",1
"('sentence', 'openers', 'big', 'words')",1
"('openers', 'big', 'words', 'structured')",1
"('big', 'words', 'structured', 'ai')",1
"('words', 'structured', 'ai', 'puts')",1
"('structured', 'ai', 'puts', 'abbreviations')",1
"('ai', 'puts', 'abbreviations', 'brackets')",1
"('puts', 'abbreviations', 'brackets', 'speaks')",1
"('abbreviations', 'brackets', 'speaks', 'objectively')",1
"('brackets', 'speaks', 'objectively', 'personal')",1
"('speaks', 'objectively', 'personal', 'sounds')",1
"('objectively', 'personal', 'sounds', 'like')",1
"('personal', 'sounds', 'like', 'student')",1
"('sounds', 'like', 'student', 'wrote')",1
"('like', 'student', 'wrote', 'multiple')",1
"('student', 'wrote', 'multiple', 'sentences')",1
"('wrote', 'multiple', 'sentences', 'broken')",1
"('multiple', 'sentences', 'broken', 'commas')",1
"('sentences', 'broken', 'commas', 'way')",1
"('broken', 'commas', 'way', 'associate')",1
"('commas', 'way', 'associate', 'way')",1
"('way', 'associate', 'way', 'ai')",1
"('associate', 'way', 'ai', 'models')",1
"('way', 'ai', 'models', 'usually')",1
"('ai', 'models', 'usually', 'speak')",1
"('models', 'usually', 'speak', 'simple')",1
"('usually', 'speak', 'simple', 'written')",1
"('speak', 'simple', 'written', 'like')",1
"('simple', 'written', 'like', 'child')",1
"('written', 'like', 'child', 'basic')",1
"('like', 'child', 'basic', 'sentences')",1
"('child', 'basic', 'sentences', 'citation')",1
"('basic', 'sentences', 'citation', 'quote')",1
"('sentences', 'citation', 'quote', 'included')",1
"('citation', 'quote', 'included', 'appeared')",1
"('quote', 'included', 'appeared', 'ai')",1
"('included', 'appeared', 'ai', 'generated')",1
"('appeared', 'ai', 'generated', 'written')",1
"('ai', 'generated', 'written', 'matter')",1
"('generated', 'written', 'matter', 'fact')",1
"('written', 'matter', 'fact', 'expresses')",1
