CORPUS,TOPIC_ID,TOPIC,HUMAN_TEXT,PROMPT,LLM_NAME,LLM_GENERATED_TEXT
BAWE,285,Elastic Moduli of Solids Using Vibrating Rods,,I want you to imagine you are a university level student in the UK. You have been given the task to write a text piece. Your topic is Elastic Moduli of Solids Using Vibrating Rods. Please write a text piece on this topic.,,
BAWE,188,Type I Respiratory Failure,,I want you to imagine you are a university level student in the UK. You have been given the task to write a text piece. Your topic is Type I Respiratory Failure. Please write a text piece on this topic.,,
BAWE,934,Compare and contrast the political allegiances of the working class in Per├│n's Argentina and Allende's Chile.,,I want you to imagine you are a university level student in the UK. You have been given the task to write a text piece. Your topic is Compare and contrast the political allegiances of the working class in Per├│n's Argentina and Allende's Chile.. Please write a text piece on this topic.,,
BAWE,1186,Assignment - Lecture Six: The Coca-Cola bottle,,I want you to imagine you are a university level student in the UK. You have been given the task to write a text piece. Your topic is Assignment - Lecture Six: The Coca-Cola bottle. Please write a text piece on this topic.,,
BAWE,327,In What Sense can we speak of Animals Having Culture?,,I want you to imagine you are a university level student in the UK. You have been given the task to write a text piece. Your topic is In What Sense can we speak of Animals Having Culture?. Please write a text piece on this topic.,,
BAWE,954,Project Report on Gower SOS,,I want you to imagine you are a university level student in the UK. You have been given the task to write a text piece. Your topic is Project Report on Gower SOS. Please write a text piece on this topic.,,
BAWE,414,"In what ways, and for what reasons, have theatre/performance makers challenged the formal properties of Realism?",,"I want you to imagine you are a university level student in the UK. You have been given the task to write a text piece. Your topic is In what ways, and for what reasons, have theatre/performance makers challenged the formal properties of Realism?. Please write a text piece on this topic.",,
BAWE,1858,"The wood mouse (Apodemus sylvaticus) on the Isle of Cumbrae exhibits gigantism, compared to mainland populations, due to 'insular syndrome'.",,"I want you to imagine you are a university level student in the UK. You have been given the task to write a text piece. Your topic is The wood mouse (Apodemus sylvaticus) on the Isle of Cumbrae exhibits gigantism, compared to mainland populations, due to 'insular syndrome'.. Please write a text piece on this topic.",,
BAWE,1495,Discuss the Processes that affect gene frequencies in a population and result in evolutionary change,,I want you to imagine you are a university level student in the UK. You have been given the task to write a text piece. Your topic is Discuss the Processes that affect gene frequencies in a population and result in evolutionary change. Please write a text piece on this topic.,,
BAWE,667,'Business strategies demand discipline in the execution of long-term strategic plans and flexibility to address emergent changes'. Discuss. Explain which one of the two features is more critical in your view.,,I want you to imagine you are a university level student in the UK. You have been given the task to write a text piece. Your topic is 'Business strategies demand discipline in the execution of long-term strategic plans and flexibility to address emergent changes'. Discuss. Explain which one of the two features is more critical in your view.. Please write a text piece on this topic.,,
BAWE,1517,"A critical review of the two following papers - Health promotion for adolescence in primary care: a randomised controlled trial and Stigma, blame and shame experienced by patients with lung cancer: qualitative study",,"I want you to imagine you are a university level student in the UK. You have been given the task to write a text piece. Your topic is A critical review of the two following papers - Health promotion for adolescence in primary care: a randomised controlled trial and Stigma, blame and shame experienced by patients with lung cancer: qualitative study. Please write a text piece on this topic.",,
BAWE,1456,Consider the view that Gender should be included as one of the core analytical categories in social anthropology.,,I want you to imagine you are a university level student in the UK. You have been given the task to write a text piece. Your topic is Consider the view that Gender should be included as one of the core analytical categories in social anthropology.. Please write a text piece on this topic.,,
BAWE,859,The Picture of Dorian Gray is a book about degeneration. Discuss.,,I want you to imagine you are a university level student in the UK. You have been given the task to write a text piece. Your topic is The Picture of Dorian Gray is a book about degeneration. Discuss.. Please write a text piece on this topic.,,
BAWE,1094,How would you describe the relationship between science and society in a democracy: compatible or oppositional?,,I want you to imagine you are a university level student in the UK. You have been given the task to write a text piece. Your topic is How would you describe the relationship between science and society in a democracy: compatible or oppositional?. Please write a text piece on this topic.,,
BAWE,293,What were the main principles informing the Conservative's approach to social policy and the welfare state after 1979?,,I want you to imagine you are a university level student in the UK. You have been given the task to write a text piece. Your topic is What were the main principles informing the Conservative's approach to social policy and the welfare state after 1979?. Please write a text piece on this topic.,,
BAWE,2496,UHT DIRECT,,I want you to imagine you are a university level student in the UK. You have been given the task to write a text piece. Your topic is UHT DIRECT. Please write a text piece on this topic.,,
